Ortografia,Cat_Gram,Transcr_Fon,Molde_Sil,Num_Sil,VPret,Altura_VPret,Ponto_VPret,VTon,Altura_VTon,Ponto_VTon,VPost_NaoFinal,Altura_VPost,Ponto_VPost_NaoFinal,VPost_Final,Altura_VPost,Ponto_VPost_Final,RimaTon,Tipo_RimaTon,Acento,Prefixo,Raiz,Sufixo
caribenho,adj,ka.ri.b1e.nhu,CV.CV.C1V.CV,4,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,e,vogal_oral,paroxytone,NA,ka.ri.b,eNo
divertido,adj,dzhi.veR.tsh1i.du,CV.CVC.C1V.CV,4,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,di.ver.t,ido
engajado,adj,iN.ga.zh1a.du,VC.CV.C1V.CV,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,en.ga.j,ad.o
fraudulento,adj,fraw.du.l1eN.tu,CCVG.CV.C1VC.CV,4,u,Alta,Back,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,NA,frau.d,ulento
ineficaz,adj,i.ne.fi.k1as,V.CV.CV.C1VC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aS,coda_sibilante,oxytone,iN,e.fi.k,as
paciente,adj,pa.si.1eN.tshi,CV.CV.1VC.CV,4,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,pa.s,iente
reformista,adj,he.foR.m1is.tax,CV.CVC.C1VC.CV,4,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,he,for.m,ist.a
trabalhado,adj,tra.ba.lh1a.du,CCV.CV.C1V.CV,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,tra.ba.L,ad.o
enganoso,adj,iN.ga.n1o.zu,VC.CV.C1V.CV,4,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,en.ga.n,oz.o
feudal,adj,few.d1aw,CVG.C1VG,2,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,feu.d,al
gritante,adj,gri.t16N.tshi,CCV.C1VC.CV,3,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,gri.t,ante
perceptivo,adj,peR.sep.tsh1i.vu,CVC.CVC.C1V.CV,4,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,per.sep,tivo
pitoresco,adj,pi.to.r1es.ku,CV.CV.C1VC.CV,4,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eS,coda_sibilante,paroxytone,NA,pi.to.r,esko
sedutor,adj,se.du.t1oR,CV.CV.C1VC,3,u,Alta,Back,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,se.du.t,oR
sobrenatural,adj,so.bre.na.tu.r1aw,CV.CCV.CV.CV.C1VG,5,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,sobre,na.tu.r,al
vertiginoso,adj,veR.tshi.zhi.n1o.zu,CVC.CV.CV.C1V.CV,5,i,Alta,Front,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,ver.ti.j,iN.oz.o
virgem,adj,v1iR.zhiN,C1VC.CVC,2,NA,NA,NA,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,paroxytone,NA,vir.jem,NA
acentuado,adj,a.seN.tu.1a.du,V.CVC.CV.1V.CV,5,u,Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,a.sen.t,u.ad.o
apertado,adj,a.peR.t1a.du,V.CVC.C1V.CV,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,a.per.t,ad.o
constitutivo,adj,koNs.tshi.tu.tsh1i.vu,CVCC.CV.CV.C1V.CV,5,u,Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,kons.ti.tu,tivo
decorativo,adj,de.ko.ra.tsh1i.vu,CV.CV.CV.C1V.CV,5,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,de.ko.r,ativ.o
delirante,adj,de.li.r16N.tshi,CV.CV.C1VC.CV,4,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,de.li.r,ante
maneiro,adj,ma.n1ej.ru,CV.C1VG.CV,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,ma.n,eiR.o
passional,adj,pa.si.o.n1aw,CV.CV.V.C1VG,4,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,pa.s,ioN.al
renascentista,adj,he.na.seN.tsh1is.tax,CV.CV.CVC.C1VC.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,he,na.s,ent.ist.a
subdesenvolvido,adj,su.bi.dzhi.zeN.vow.v1i.du,CV.CV.CV.CVC.CVG.C1V.CV,7,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,sub.deS,en.vol.v,ido
charmoso,adj,shaR.m1o.zu,CVC.C1V.CV,3,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,xar.m,oz.o
fluvial,adj,flu.vi.1aw,CCV.CV.1VG,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,flu.vi,al
leviano,adj,le.vi.16.nu,CV.CV.1V.CV,4,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,le.vi,ano
marcial,adj,maR.si.1aw,CVC.CV.1VG,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,mar.si,al
aborrecido,adj,a.bo.he.s1i.du,V.CV.CV.C1V.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,a.bo.he.s,ido
casual,adj,ka.zu.1aw,CV.CV.1VG,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,ka.z,u.al
desastrado,adj,dzhi.zas.tr1a.du,CV.CVC.CC1V.CV,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,de.zas.tr,ad.o
extravagante,adj,is.tra.va.g16N.tshi,VC.CCV.CV.C1VC.CV,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,es.tra.va.g,ante
iraquiano,adj,i.ra.ki.16.nu,V.CV.CV.1V.CV,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,i.ra.ki,ano
pacato,adj,pa.k1a.tu,CV.C1V.CV,3,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,pa.ka.t,o
populista,adj,po.pu.l1is.tax,CV.CV.C1VC.CV,4,u,Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,NA,po.pu.l,ist.a
rude,adj,h1u.dzhi,C1V.CV,2,NA,NA,NA,u,Alta,Back,NA,NA,NA,i,Alta,Front,u,vogal_oral,paroxytone,NA,hu.d,e
paraense,adj,pa.ra.1eN.si,CV.CV.1VC.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,pa.ra,ense
renomado,adj,he.no.m1a.du,CV.CV.C1V.CV,4,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,he,no.m,ad.o
tosco,adj,t1os.ku,C1VC.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,oS,coda_sibilante,paroxytone,NA,tos.k,o
ultranacionalista,adj,uw.tra.na.si.o.na.l1is.tax,VG.CCV.CV.CV.V.CV.C1VC.CV,8,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,ultra,na.s,ioN.al.ist.a
adjunto,adj,a.dzhi.zh1uN.tu,V.CV.C1VC.CV,4,i,Alta,Front,u,Alta,Back,NA,NA,NA,NA,Baixa,NA,uN,coda_nasal,paroxytone,ad,jun.t,o
comprometido,adj,koN.pro.me.tsh1i.du,CVC.CCV.CV.C1V.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,koN,pro.me.t,ido
gregoriano,adj,gre.go.ri.16.nu,CCV.CV.CV.1V.CV,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,gre.go.ri,ano
incipiente,adj,iN.si.pi.1eN.tshi,VC.CV.CV.1VC.CV,5,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,in.si.pi,ente
inexpressivo,adj,i.nes.pre.s1i.vu,V.CVC.CCV.C1V.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,iN,es.pre.s,ivo
natalino,adj,na.ta.l1i.nu,CV.CV.C1V.CV,4,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,na.t,al.ino
sensacionalista,adj,seN.sa.si.o.na.l1is.tax,CVC.CV.CV.V.CV.C1VC.CV,7,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,NA,sen.s,aS.ioN.al.ist.a
despreparado,adj,dzhis.pre.pa.r1a.du,CVC.CCV.CV.C1V.CV,5,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,deS,pre.pa.r,ad.o
envergonhado,adj,iN.veR.go.nh1a.du,VC.CVC.CV.C1V.CV,5,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,eN,ver.go.N,ad.o
impopular,adj,iN.po.pu.l1aR,VC.CV.CV.C1VC,4,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,iN,po.pu.l,aR
iugoslavo,adj,iw.guz.l1a.vu,VG.CVC.C1V.CV,4,u,Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,iu.gos.la.v,o
letal,adj,le.t1aw,CV.C1VG,2,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,le.t,al
queimado,adj,kej.m1a.du,CVG.C1V.CV,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,kei.m,ad.o
sentido,adj,seN.tsh1i.du,CVC.C1V.CV,3,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,sen.t,ido
tribal,adj,tri.b1aw,CCV.C1VG,2,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,tri.b,al
vestibulando,adj,ves.tshi.bu.l16N.du,CVC.CV.CV.C1VC.CV,5,u,Alta,Back,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6N,coda_nasal,paroxytone,NA,ves.ti.bu.l,ando
vil,adj,v1iw,C1VG,1,NA,NA,NA,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iw,ditongo_oral,oxytone,NA,vil,NA
contido,adj,koN.tsh1i.du,CVC.C1V.CV,3,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,kon.t,ido
eloquente,adj,e.lo.kw1eN.tshi,V.CV.CG1VC.CV,4,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,e.lo.ku,ente
encantado,adj,iN.k6N.t1a.du,VC.CVC.C1V.CV,4,6,Média-Alta,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,en.kan.t,ad.o
entusiasmado,adj,iN.tu.zi.az.m1a.du,VC.CV.CV.VC.C1V.CV,6,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,en.tu.zi.as.m,ad.o
imigrante,adj,i.mi.gr16N.tshi,V.CV.CC1VC.CV,4,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,iN,mi.gr,ante
macho,adj,m1a.shu,C1V.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,ma.x,o
obsessivo,adj,o.bi.se.s1i.vu,V.CV.CV.C1V.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,ob.se.s,ivo
paramilitar,adj,pa.ra.mi.li.t1aR,CV.CV.CV.CV.C1VC,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,para,mi.li.t,aR
rato,adj,h1a.tu,C1V.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,ha.t,o
respeitoso,adj,hes.pej.t1o.zu,CVC.CVG.C1V.CV,4,e,Média-Alta,Front,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,hes.pei.t,oz.o
sugestivo,adj,su.zhes.tsh1i.vu,CV.CVC.C1V.CV,4,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,su.jes.t,ivo
descritivo,adj,des.kri.tsh1i.vu,CVC.CCV.C1V.CV,4,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,deS,kr,itiv.o
documental,adj,do.ku.meN.t1aw,CV.CV.CVC.C1VG,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,do.ku.men.t,al
fabuloso,adj,fa.bu.l1o.zu,CV.CV.C1V.CV,4,u,Alta,Back,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,fa.bu.l,oz.o
ilustrado,adj,i.lus.tr1a.du,V.CVC.CC1V.CV,4,u,Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,i.lus.tr,ad.o
inato,adj,i.n1a.tu,V.C1V.CV,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,iN,na.t,o
incondicional,adj,iN.koN.dzhi.si.o.n1aw,VC.CVC.CV.CV.V.C1VG,6,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,iN,kon.di.s,ioN.al
populoso,adj,po.pu.l1o.zu,CV.CV.C1V.CV,4,u,Alta,Back,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,po.pu.l,oz.o
profissionalizante,adj,pro.fi.si.o.na.li.z16N.tshi,CCV.CV.CV.V.CV.CV.C1VC.CV,8,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,pro.fi.s,ioN.al.iz.ante
acirrado,adj,a.si.h1a.du,V.CV.C1V.CV,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,a.si.h,ad.o
analfabeto,adj,a.naw.fa.b1eh.tu,V.CVG.CV.C1V.CV,5,a,Baixa,Central,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,eh,vogal_oral,paroxytone,a,al.fa.be.t,o
austero,adj,aws.t1eh.ru,VGC.C1V.CV,3,a,Baixa,Central,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,eh,vogal_oral,paroxytone,NA,aus.te.r,o
cinzento,adj,siN.z1eN.tu,CVC.C1VC.CV,3,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,NA,sin.z,ento
irreal,adj,i.he.1aw,V.CV.1VG,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,iN,he.al,NA
letivo,adj,le.tsh1i.vu,CV.C1V.CV,3,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,le.t,ivo
sensato,adj,seN.s1a.tu,CVC.C1V.CV,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,sen.s,ato
ancestral,adj,6N.ses.tr1aw,VC.CVC.CC1VG,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,an.ses.tr,al
cansativo,adj,k6N.sa.tsh1i.vu,CVC.CV.C1V.CV,4,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,kan.s,ativ.o
ditatorial,adj,dzhi.ta.to.ri.1aw,CV.CV.CV.CV.1VG,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,di.t,at.oR.i.al
injustificado,adj,iN.zhus.tshi.s1a.du,VC.CVC.CV.C1V.CV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,iN,jus.t,if.ik.ad.o
latente,adj,la.t1eN.tshi,CV.C1VC.CV,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,la.t,ente
letrado,adj,le.tr1a.du,CV.CC1V.CV,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,le.tr,ad.o
revoltado,adj,he.vow.t1a.du,CV.CVG.C1V.CV,4,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,he.vol.t,ad.o
componente,adj,koN.po.n1eN.tshi,CVC.CV.C1VC.CV,4,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,kom.p,onente
demonstrativo,adj,de.moNs.tra.tsh1i.vu,CV.CVCC.CCV.C1V.CV,5,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,de.mons.tr,ativ.o
desonesto,adj,dzhi.zo.n1ehs.tu,CV.CV.C1VC.CV,4,o,Média-Alta,Back,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,ehS,coda_sibilante,paroxytone,deS,o.nes.t,o
divergente,adj,dzhi.veR.zh1eN.tshi,CV.CVC.C1VC.CV,4,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,di.ver.j,ente
extensivo,adj,is.teN.s1i.vu,VC.CVC.C1V.CV,4,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,es.ten.s,ivo
ingrato,adj,iN.gr1a.tu,VC.CC1V.CV,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,iN,gra.t,o
insistente,adj,iN.sis.t1eN.tshi,VC.CVC.C1VC.CV,4,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,in.sis.t,ente
negociante,adj,ne.go.si.16N.tshi,CV.CV.CV.1VC.CV,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,ne.go.si,ante
regulamentar,adj,he.gu.la.meN.t1aR,CV.CV.CV.CVC.C1VC,5,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,he.gu.l,ament.aR
retido,adj,he.tsh1i.du,CV.C1V.CV,3,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,he.t,ido
acabado,adj,a.ka.b1a.du,V.CV.C1V.CV,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,a.ka.b,ad.o
arriscado,adj,a.his.k1a.du,V.CVC.C1V.CV,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,a,his.k,ad.o
destrutivo,adj,dzhis.tru.tsh1i.vu,CVC.CCV.C1V.CV,4,u,Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,des.tru,tivo
dominical,adj,do.mi.ni.k1aw,CV.CV.CV.C1VG,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,do.mi.n,ik.al
finito,adj,fi.n1i.tu,CV.C1V.CV,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,fi.n,ito
grato,adj,gr1a.tu,CC1V.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,gra.t,o
honroso,adj,oN.h1o.zu,VC.C1V.CV,3,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,on.h,oz.o
impotente,adj,iN.po.t1eN.tshi,VC.CV.C1VC.CV,4,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,iN,po.t,ente
inofensivo,adj,i.no.feN.s1i.vu,V.CV.CVC.C1V.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,iN,o.fen.s,ivo
irrestrito,adj,i.hes.tr1i.tu,V.CVC.CC1V.CV,4,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,iN,hes.tri,to
neonazista,adj,nehw.na.z1is.tax,CVG.CV.C1VC.CV,4,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,neo,na.z,ist.a
subjacente,adj,su.bi.zha.s1eN.tshi,CV.CV.CV.C1VC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,sub,ja.s,ente
afastado,adj,a.fas.t1a.du,V.CVC.C1V.CV,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,a.fas.t,ad.o
interministerial,adj,iN.teR.mi.nis.te.ri.1aw,VC.CVC.CV.CVC.CV.CV.1VG,7,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,inteR,mi.nis.te.ri,al
opaco,adj,o.p1a.ku,V.C1V.CV,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,o.pa.k,o
personalizado,adj,peR.so.na.li.z1a.du,CVC.CV.CV.CV.C1V.CV,6,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,per.so.n,al.iz.ad.o
radial,adj,ha.dzhi.1aw,CV.CV.1VG,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,ha.di,al
saldo,adj,s1aw.du,C1VG.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,u,Alta,Back,aw,ditongo_oral,paroxytone,NA,sal.d,o
testemunhal,adj,tes.te.mu.nh1aw,CVC.CV.CV.C1VG,4,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,tes.te.mu.N,al
exaltado,adj,e.zaw.t1a.du,V.CVG.C1V.CV,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,e.zal.t,ad.o
porcentual,adj,poR.seN.tu.1aw,CVC.CVC.CV.1VG,4,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,poR,sen.t,u.al
punitivo,adj,pu.ni.tsh1i.vu,CV.CV.C1V.CV,4,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,pu.n,itiv.o
vicioso,adj,vi.si.1o.zu,CV.CV.1V.CV,4,i,Alta,Front,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,vi.si,oz.o
anticoncepcional,adj,6N.tshi.koN.se.psi.o.n1aw,VC.CV.CVC.CV.CCV.V.C1VG,7,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,anti,kon.sep,S.ioN.al
cerimonial,adj,se.ri.mo.ni.1aw,CV.CV.CV.CV.1VG,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,se.ri.mo.n,i.al
colorido,adj,ko.lo.r1i.du,CV.CV.C1V.CV,4,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,ko.lo.r,ido
consagrado,adj,koN.sa.gr1a.du,CVC.CV.CC1V.CV,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,koN,sa.gr,ad.o
improdutivo,adj,iN.pro.du.tsh1i.vu,VC.CCV.CV.C1V.CV,5,u,Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,iN,pro.du,tivo
indecente,adj,iN.de.s1eN.tshi,VC.CV.C1VC.CV,4,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,iN,de.s,ente
